name,problem,method,k,d4_time_s,d4_status,d4_result,model_count,kissat_time_s,kissat_status,kissat_result,d4_timeout,kissat_timeout,model_count_plus1,d4_speedup_vs_method_k0,kissat_speedup_vs_method_k0,models_ratio_vs_method_k0,tool_time_s,tool_runs,amortized_tool_time_s,total_d4_time_s,total_kissat_time_s,tool_share_total_d4,tool_share_total_kissat,d4_net_speedup_vs_method_k0,kissat_net_speedup_vs_method_k0
latinsq_lsq5_satsuma_k96,latinsq_lsq5,satsuma,96,0.805,s,sat,4600.0,0.004,s,sat,False,False,4601.0,6.198757763975155,1.5,0.028521825396825396,0.011757373809814453,1,0.011757373809814453,0.8167573738098145,0.015757373809814453,0.014395185384089607,0.7461505928412635,6.109525496811668,0.38077411073810474
latinsq_lsq5_satsuma_k120,latinsq_lsq5,satsuma,120,1.174,s,sat,4455.0,0.007,s,sat,False,False,4456.0,4.2504258943781945,0.8571428571428571,0.027622767857142856,0.02330946922302246,1,0.02330946922302246,1.1973094692230224,0.03030946922302246,0.01946820752879272,0.7690490734597576,4.167677720980685,0.19795793703449355
latinsq_lsq5_transpositions_k0,latinsq_lsq5,transpositions,0,5.427,s,sat,161280.0,0.003,s,sat,False,False,161281.0,1.0,1.0,1.0,0.0,1,0.0,5.427,0.003,0.0,0.0,1.0,1.0
latinsq_lsq5_transpositions_k24,latinsq_lsq5,transpositions,24,0.343,s,sat,1344.0,0.012,s,sat,False,False,1345.0,15.82215743440233,0.25,0.008333333333333333,0.3886582851409912,1,0.3886582851409912,0.7316582851409912,0.4006582851409912,0.5312019190298602,0.9700492902679468,7.417397042055243,0.0074876774330132805
latinsq_lsq5_transpositions_k48,latinsq_lsq5,transpositions,48,1.636,s,sat,48.0,0.038,s,sat,False,False,49.0,3.317237163814181,0.07894736842105264,0.00029761904761904765,1.1541996002197266,1,1.1541996002197266,2.7901996002197267,1.1921996002197266,0.4136620190644547,0.9681261426417217,1.9450221409151611,0.0025163571598640776
latinsq_lsq5_transpositions_k72,latinsq_lsq5,transpositions,72,3.481,s,sat,10.0,0.064,s,sat,False,False,11.0,1.5590347601264003,0.046875,6.200396825396825e-05,2.3822343349456787,1,2.3822343349456787,5.863234334945679,2.4462343349456788,0.4063003794249253,0.9738373388494601,0.9255983455503966,0.0012263747414315556
latinsq_lsq5_transpositions_k96,latinsq_lsq5,transpositions,96,2.322,s,sat,5.0,0.04,s,sat,False,False,6.0,2.337209302325581,0.075,3.1001984126984125e-05,4.2695677280426025,1,4.2695677280426025,6.591567728042603,4.309567728042603,0.6477317542954946,0.9907183266340803,0.8233246207744835,0.0006961255024439758
latinsq_lsq5_transpositions_k120,latinsq_lsq5,transpositions,120,3.687,s,sat,5.0,0.052,s,sat,False,False,6.0,1.4719283970707893,0.057692307692307696,3.1001984126984125e-05,5.837498664855957,1,5.837498664855957,9.524498664855956,5.889498664855957,0.6128930109881264,0.9911707255644192,0.5697937698311468,0.0005093812174373543
latinsq_lsq6_gen2_k0,latinsq_lsq6,gen2,0,10327.7,n,,,0.007,s,sat,True,False,,1.0,1.0,,0.0020055770874023438,1,0.0020055770874023438,10327.702005577088,0.009005577087402343,1.9419393455768834e-07,0.22270389425769183,1.0,1.0
latinsq_lsq6_gen2_k42,latinsq_lsq6,gen2,42,1383.37,s,sat,40122528.0,0.01,s,sat,False,False,40122529.0,7.465609345294463,0.7,,0.015896081924438477,1,0.015896081924438477,1383.3858960819243,0.02589608192443848,1.1490706945516748e-05,0.6138411969355538,7.465525009924982,0.3477582868975889
latinsq_lsq6_gen2_k84,latinsq_lsq6,gen2,84,636.926,s,sat,40069302.0,0.008,s,sat,False,False,40069303.0,16.2149135064356,0.875,,0.13609790802001953,1,0.13609790802001953,637.0620979080201,0.14409790802001954,0.00021363366062262512,0.9444821919351628,16.211452603272306,0.062496237531437286
latinsq_lsq6_gen2_k126,latinsq_lsq6,gen2,126,1807.0,s,sat,40068967.0,0.027,s,sat,False,False,40068968.0,5.7153846153846155,0.25925925925925924,,0.23844623565673828,1,0.23844623565673828,1807.2384462356567,0.2654462356567383,0.00013193955460244,0.8982844871271218,5.714631639830883,0.03392618119116182
latinsq_lsq6_gen2_k168,latinsq_lsq6,gen2,168,2989.87,s,sat,40068955.0,0.021,s,sat,False,False,40068956.0,3.454230451491202,0.3333333333333333,,0.4003481864929199,1,0.4003481864929199,2990.270348186493,0.42134818649291994,0.0001338836091311004,0.9501599848458042,3.453768657352511,0.02137324278611477
latinsq_lsq6_gen2_k210,latinsq_lsq6,gen2,210,3521.03,s,sat,40068955.0,0.024,s,sat,False,False,40068956.0,2.9331474028906315,0.2916666666666667,,0.5475180149078369,1,0.5475180149078369,3521.577518014908,0.5715180149078369,0.00015547521305635478,0.9580065730668695,2.932691940684228,0.01575729347543766
latinsq_lsq6_neighbors_k0,latinsq_lsq6,neighbors,0,9029.1,n,,,0.005,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,9029.1,0.005,0.0,0.0,1.0,1.0
latinsq_lsq6_neighbors_k42,latinsq_lsq6,neighbors,42,6.229,s,sat,225792.0,0.009,s,sat,False,False,225793.0,1449.5264087333442,0.5555555555555556,,0.09671330451965332,1,0.09671330451965332,6.325713304519653,0.10571330451965331,0.015288916816788506,0.9148640746697423,1427.3647200464818,0.04729773629458762
latinsq_lsq6_neighbors_k84,latinsq_lsq6,neighbors,84,0.225,s,sat,7184.0,0.013,s,sat,False,False,7185.0,40129.333333333336,0.38461538461538464,,0.31779956817626953,1,0.31779956817626953,0.5427995681762695,0.33079956817626954,0.5854823526187236,0.960701278808584,16634.31684431237,0.015114892765929202
latinsq_lsq6_neighbors_k126,latinsq_lsq6,neighbors,126,0.269,s,sat,2300.0,0.011,s,sat,False,False,2301.0,33565.42750929368,0.4545454545454546,,0.7112910747528076,1,0.7112910747528076,0.9802910747528076,0.7222910747528076,0.7255917074754235,0.9847706826451309,9210.63165068273,0.006922416979485963
latinsq_lsq6_neighbors_k168,latinsq_lsq6,neighbors,168,0.475,s,sat,612.0,0.027,s,sat,False,False,613.0,19008.63157894737,0.1851851851851852,,1.1633663177490234,1,1.1633663177490234,1.6383663177490235,1.1903663177490234,0.7100770475722366,0.9773179065994939,5511.038588980039,0.004200387666760409
latinsq_lsq6_neighbors_k210,latinsq_lsq6,neighbors,210,0.528,s,sat,612.0,0.017,s,sat,False,False,613.0,17100.56818181818,0.29411764705882354,,1.735905647277832,1,1.735905647277832,2.263905647277832,1.752905647277832,0.766774732580009,0.9903018168568285,3988.284587238333,0.0028524068068151477
latinsq_lsq6_nongen_k0,latinsq_lsq6,nongen,0,8272.33,n,,,0.003,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,8272.33,0.003,0.0,0.0,1.0,1.0
latinsq_lsq6_nongen_k42,latinsq_lsq6,nongen,42,55.197,s,sat,1412888.0,0.012,s,sat,False,False,1412889.0,149.86919578962625,0.25,,0.17642474174499512,1,0.17642474174499512,55.373424741745,0.18842474174499513,0.0031860904859654054,0.9363140960742818,149.39169897078162,0.01592147598142952
latinsq_lsq6_nongen_k84,latinsq_lsq6,nongen,84,21.371,s,sat,516825.0,0.02,s,sat,False,False,516826.0,387.08202704599694,0.15,,0.49207162857055664,1,0.49207162857055664,21.863071628570555,0.5120716285705567,0.022506976006405242,0.960942964061825,378.369981150762,0.005858555390726241
latinsq_lsq6_nongen_k126,latinsq_lsq6,nongen,126,31.41,s,sat,516617.0,0.025,s,sat,False,False,516618.0,263.3661254377587,0.12,,0.9029245376586914,1,0.9029245376586914,32.31292453765869,0.9279245376586914,0.027943138870218615,0.9730581539926951,256.00684922094,0.00323302152087658
latinsq_lsq6_nongen_k168,latinsq_lsq6,nongen,168,36.548,s,sat,516617.0,0.016,s,sat,False,False,516618.0,226.34152347597677,0.1875,,1.4569246768951416,1,1.4569246768951416,38.00492467689514,1.4729246768951416,0.03833515496429519,0.9891372585095612,217.66468609867056,0.0020367640294572725
latinsq_lsq6_nongen_k210,latinsq_lsq6,nongen,210,40.433,s,sat,516617.0,0.016,s,sat,False,False,516618.0,204.5935250908911,0.1875,,2.06544828414917,1,2.06544828414917,42.49844828414917,2.08144828414917,0.048600557609524045,0.9923130446613329,194.65016568817563,0.001441304126000087
latinsq_lsq6_randtrans_k0,latinsq_lsq6,randtrans,0,7197.69,n,,,0.003,s,sat,True,False,,1.0,1.0,,0.00982046127319336,1,0.00982046127319336,7197.699820461273,0.012820461273193359,1.364388835065923e-06,0.7659990591545424,1.0,1.0
latinsq_lsq6_randtrans_k42,latinsq_lsq6,randtrans,42,28.43,s,sat,678912.0,0.006,s,sat,False,False,678913.0,253.172353148083,0.5,,0.16814875602722168,1,0.16814875602722168,28.59814875602722,0.17414875602722169,0.005879707720304217,0.9655466961873553,251.68411710370998,0.0736178745439293
latinsq_lsq6_randtrans_k84,latinsq_lsq6,randtrans,84,5.222,s,sat,125275.0,0.016,s,sat,False,False,125276.0,1378.3397165836843,0.1875,,0.41573452949523926,1,0.41573452949523926,5.63773452949524,0.43173452949523927,0.07374141640054503,0.9629401891511751,1276.7007355179069,0.029695241861201954
latinsq_lsq6_randtrans_k126,latinsq_lsq6,randtrans,126,3.958,s,sat,41711.0,0.021,s,sat,False,False,41712.0,1818.5169277412833,0.14285714285714285,,0.8888885974884033,1,0.8888885974884033,4.8468885974884035,0.9098885974884033,0.1833936513310857,0.9769202514923617,1485.0144944926174,0.01409014390177228
latinsq_lsq6_randtrans_k168,latinsq_lsq6,randtrans,168,3.417,s,sat,41711.0,0.025,s,sat,False,False,41712.0,2106.435469710272,0.12,,1.381817102432251,1,1.381817102432251,4.798817102432251,1.4068171024322509,0.28794952442173416,0.9822293886271518,1499.890424415876,0.009113097396262825
latinsq_lsq6_randtrans_k210,latinsq_lsq6,randtrans,210,5.137,s,sat,41711.0,0.019,s,sat,False,False,41712.0,1401.1465836091104,0.15789473684210528,,1.8035452365875244,1,1.8035452365875244,6.940545236587524,1.8225452365875243,0.25985641979250007,0.9895750187053931,1037.0510637288469,0.007034372050593368
latinsq_lsq6_satsuma_k0,latinsq_lsq6,satsuma,0,10419.7,n,,,0.004,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,10419.7,0.004,0.0,0.0,1.0,1.0
latinsq_lsq6_satsuma_k42,latinsq_lsq6,satsuma,42,7154.18,s,sat,123356602.0,0.006,s,sat,False,False,123356603.0,1.4564492366700308,0.6666666666666666,,0.010102987289428711,1,0.010102987289428711,7154.19010298729,0.01610298728942871,1.4121776391167083e-06,0.6273983272694453,1.456447179904986,0.24840111515370322
latinsq_lsq6_satsuma_k84,latinsq_lsq6,satsuma,84,5927.78,s,sat,100788467.0,0.005,s,sat,False,False,100788468.0,1.757774411331055,0.8,,0.0,1,0.0,5927.78,0.005,0.0,0.0,1.757774411331055,0.8
latinsq_lsq6_satsuma_k126,latinsq_lsq6,satsuma,126,5437.82,n,,,0.005,s,sat,True,False,,1.9161538999084193,0.8,,0.015367984771728516,1,0.015367984771728516,5437.835367984771,0.020367984771728517,2.8261217436275194e-06,0.7545167057007929,1.9161484846242187,0.1963866354393657
latinsq_lsq6_satsuma_k168,latinsq_lsq6,satsuma,168,5117.25,n,,,0.004,s,sat,True,False,,2.0361913136938785,1.0,,0.0,1,0.0,5117.25,0.004,0.0,0.0,2.0361913136938785,1.0
latinsq_lsq6_satsuma_k210,latinsq_lsq6,satsuma,210,3688.71,n,,,0.003,s,sat,True,False,,2.8247544534539175,1.3333333333333333,,0.01570296287536621,1,0.01570296287536621,3688.7257029628754,0.01870296287536621,4.2570156037227715e-06,0.8395976070747957,2.824742428430133,0.21386985723360577
latinsq_lsq6_transpositions_k0,latinsq_lsq6,transpositions,0,7568.88,n,,,0.006,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,7568.88,0.006,0.0,0.0,1.0,1.0
latinsq_lsq6_transpositions_k42,latinsq_lsq6,transpositions,42,15.258,s,sat,225792.0,0.047,s,sat,False,False,225793.0,496.05977192292573,0.1276595744680851,,2.6204833984375,1,2.6204833984375,17.8784833984375,2.6674833984375,0.14657190657830174,0.9823803964337582,423.351345375385,0.0022493110935627746
latinsq_lsq6_transpositions_k84,latinsq_lsq6,transpositions,84,20.873,s,sat,1998.0,0.212,s,sat,False,False,1999.0,362.61581947971064,0.02830188679245283,,9.588183403015137,1,9.588183403015137,30.461183403015138,9.800183403015136,0.31476726547879524,0.9783677517775049,248.47622956272966,0.0006122334402592948
latinsq_lsq6_transpositions_k126,latinsq_lsq6,transpositions,126,57.256,s,sat,504.0,0.181,s,sat,False,False,505.0,132.1936565600112,0.03314917127071823,,18.674458742141724,1,18.674458742141724,75.93045874214172,18.855458742141725,0.24594160303389975,0.9904006578426295,99.68173675472923,0.00031821023726089846
latinsq_lsq6_transpositions_k168,latinsq_lsq6,transpositions,168,35.527,s,sat,252.0,0.238,s,sat,False,False,253.0,213.0458524502491,0.025210084033613446,,30.06076955795288,1,30.06076955795288,65.58776955795288,30.29876955795288,0.45832888906812724,0.9921448955362767,115.40078357615427,0.00019802784362327706
latinsq_lsq6_transpositions_k210,latinsq_lsq6,transpositions,210,50.361,s,sat,252.0,0.304,s,sat,False,False,253.0,150.2924882349437,0.01973684210526316,,43.87685251235962,1,43.87685251235962,94.23785251235961,44.18085251235962,0.46559690551739835,0.9931191911719006,80.31677079024394,0.00013580543739669795
latinsq_lsq7_gen2_k0,latinsq_lsq7,gen2,0,9810.8,n,,,0.045,s,sat,True,False,,1.0,1.0,,0.016092538833618164,1,0.016092538833618164,9810.816092538833,0.06109253883361816,1.6402854443328733e-06,0.2634125073349009,1.0,1.0
latinsq_lsq7_gen2_k68,latinsq_lsq7,gen2,68,13339.7,n,,,0.005,s,sat,True,False,,0.7354588184142071,9.0,,0.09537458419799805,1,0.09537458419799805,13339.795374584199,0.10037458419799805,7.149628725168572e-06,0.9501865931505425,0.7354547665124613,0.6086454984770601
latinsq_lsq7_gen2_k136,latinsq_lsq7,gen2,136,13985.4,n,,,0.018,s,sat,True,False,,0.7015029959815235,2.5,,0.3048126697540283,1,0.3048126697540283,13985.704812669754,0.32281266975402834,2.1794587676260423e-05,0.9442401067662078,0.7014888576549351,0.1892507468191025
latinsq_lsq7_gen2_k204,latinsq_lsq7,gen2,204,3212.36,n,,,0.025,s,sat,True,False,,3.0540786213251314,1.7999999999999998,,0.5850439071655273,1,0.5850439071655273,3212.9450439071657,0.6100439071655274,0.00018208960911888898,0.9590193431876755,3.053527513999491,0.10014449470936443
latinsq_lsq7_gen2_k272,latinsq_lsq7,gen2,272,3224.11,n,,,0.035,s,sat,True,False,,3.042948286503872,1.2857142857142856,,1.0360736846923828,1,1.0360736846923828,3225.1460736846925,1.0710736846923827,0.00032124860735646633,0.9673225096459614,3.0419757333130923,0.05703859566969402
latinsq_lsq7_gen2_k340,latinsq_lsq7,gen2,340,5798.51,n,,,0.054,s,sat,True,False,,1.6919518979875863,0.8333333333333333,,1.4817025661468506,1,1.4817025661468506,5799.991702566147,1.5357025661468506,0.00025546632514858366,0.9648369409608473,1.6915224358335095,0.03978149166404155
latinsq_lsq7_neighbors_k0,latinsq_lsq7,neighbors,0,14367.2,n,,,0.03,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,14367.2,0.03,0.0,0.0,1.0,1.0
latinsq_lsq7_neighbors_k68,latinsq_lsq7,neighbors,68,9139.42,n,,,0.013,s,sat,True,False,,1.572003475056404,2.307692307692308,,0.3027608394622803,1,0.3027608394622803,9139.722760839462,0.3157608394622803,3.312582311134265e-05,0.9588296002058452,1.571951401147359,0.09500861490958791
latinsq_lsq7_neighbors_k136,latinsq_lsq7,neighbors,136,713.044,s,sat,15321120.0,0.029,s,sat,False,False,15321121.0,20.14910720797034,1.0344827586206895,,1.0674769878387451,1,1.0674769878387451,714.1114769878387,1.096476987838745,0.0014948324207607214,0.9735516565129547,20.11898766926648,0.027360355331426247
latinsq_lsq7_neighbors_k204,latinsq_lsq7,neighbors,204,45.585,s,sat,1337632.0,0.097,s,sat,False,False,1337633.0,315.1738510474937,0.3092783505154639,,2.4905195236206055,1,2.4905195236206055,48.075519523620606,2.5875195236206054,0.05180431846185159,0.9625123601524475,298.8464844969812,0.01159411541676883
latinsq_lsq7_neighbors_k272,latinsq_lsq7,neighbors,272,14.799,s,sat,268944.0,0.123,s,sat,False,False,268945.0,970.82235286168,0.24390243902439024,,4.746349811553955,1,4.746349811553955,19.545349811553955,4.869349811553955,0.24283780322766177,0.9747399540472227,735.0699853684397,0.006160986817750541
latinsq_lsq7_neighbors_k340,latinsq_lsq7,neighbors,340,14.22,s,sat,268944.0,0.16,s,sat,False,False,268945.0,1010.351617440225,0.1875,,6.706852436065674,1,6.706852436065674,20.926852436065673,6.866852436065674,0.32049026276436,0.9766996594888718,686.5437620824113,0.004368813845836527
latinsq_lsq7_nongen_k0,latinsq_lsq7,nongen,0,14274.3,n,,,0.047,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,14274.3,0.047,0.0,0.0,1.0,1.0
latinsq_lsq7_nongen_k68,latinsq_lsq7,nongen,68,6186.27,n,,,0.118,s,sat,True,False,,2.3074162621418073,0.39830508474576276,,0.5107402801513672,1,0.5107402801513672,6186.780740280152,0.6287402801513672,8.255348000715469e-05,0.8123231424403223,2.3072257768995423,0.07475264665512588
latinsq_lsq7_nongen_k136,latinsq_lsq7,nongen,136,6016.0,n,,,0.188,s,sat,True,False,,2.372722739361702,0.25,,1.7751877307891846,1,1.7751877307891846,6017.775187730789,1.9631877307891845,0.0002949907026119034,0.9042373803322286,2.3720228082137145,0.023940654916942868
latinsq_lsq7_nongen_k204,latinsq_lsq7,nongen,204,7126.19,n,,,0.238,s,sat,True,False,,2.0030759774858655,0.19747899159663868,,3.0428056716918945,1,3.0428056716918945,7129.2328056716915,3.2808056716918945,0.00042680688857168157,0.9274568432828681,2.002221050860342,0.014325749435736114
latinsq_lsq7_nongen_k272,latinsq_lsq7,nongen,272,8859.04,n,,,0.414,s,sat,True,False,,1.6112693926204191,0.11352657004830918,,4.794779539108276,1,4.794779539108276,8863.83477953911,5.208779539108276,0.0005409373773726398,0.9205188092735299,1.6103977967809342,0.009023226966531631
latinsq_lsq7_nongen_k340,latinsq_lsq7,nongen,340,6976.42,n,,,0.466,s,sat,True,False,,2.046078074427858,0.10085836909871244,,6.667800664901733,1,6.667800664901733,6983.087800664902,7.133800664901734,0.0009548498966699018,0.9346771767407634,2.0441243769899122,0.006588353418850036
latinsq_lsq7_randtrans_k0,latinsq_lsq7,randtrans,0,10803.5,n,,,0.029,s,sat,True,False,,1.0,1.0,,0.016146421432495117,1,0.016146421432495117,10803.516146421432,0.045146421432495115,1.4945524414144994e-06,0.3576456542992659,1.0,1.0
latinsq_lsq7_randtrans_k68,latinsq_lsq7,randtrans,68,10767.1,n,,,0.086,s,sat,True,False,,1.0033806688894873,0.33720930232558144,,0.3990004062652588,1,0.3990004062652588,10767.499000406266,0.48500040626525875,3.705599659217096e-05,0.8226805609045935,1.0033449871705404,0.09308532704156833
latinsq_lsq7_randtrans_k136,latinsq_lsq7,randtrans,136,7541.31,n,,,0.122,s,sat,True,False,,1.4325760378501877,0.2377049180327869,,1.204190969467163,1,1.204190969467163,7542.514190969468,1.326190969467163,0.0001596537890387958,0.9080072155452718,1.4323494623790447,0.034042172260179124
latinsq_lsq7_randtrans_k204,latinsq_lsq7,randtrans,204,6768.35,n,,,0.219,s,sat,True,False,,1.5961792755989272,0.13242009132420093,,2.4749395847320557,1,2.4749395847320557,6770.824939584732,2.6939395847320555,0.0003655299918127625,0.9187064174559868,1.5955982089065845,0.016758512955659124
latinsq_lsq7_randtrans_k272,latinsq_lsq7,randtrans,272,9684.81,n,,,0.299,s,sat,True,False,,1.1155097518691643,0.09698996655518395,,4.205556392669678,1,4.205556392669678,9689.01555639267,4.504556392669678,0.0004340540448296539,0.9336227646108356,1.1150272268159827,0.010022390108371707
latinsq_lsq7_randtrans_k340,latinsq_lsq7,randtrans,340,8786.68,n,,,0.371,s,sat,True,False,,1.229531518161581,0.07816711590296496,,6.711536645889282,1,6.711536645889282,8793.39153664589,7.082536645889283,0.0007632477887421921,0.9476176377830209,1.228594917148688,0.006374329380801465
latinsq_lsq7_satsuma_k0,latinsq_lsq7,satsuma,0,17114.2,n,,,0.047,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,17114.2,0.047,0.0,0.0,1.0,1.0
latinsq_lsq7_satsuma_k68,latinsq_lsq7,satsuma,68,12590.5,n,,,0.006,s,sat,True,False,,1.3592947063261984,7.833333333333333,,0.016083240509033203,1,0.016083240509033203,12590.516083240509,0.0220832405090332,1.27740915485124e-06,0.7283007447414394,1.3592929699506964,2.1283108328587255
latinsq_lsq7_satsuma_k136,latinsq_lsq7,satsuma,136,6852.75,n,,,0.006,s,sat,True,False,,2.4974207434971363,7.833333333333333,,0.0162198543548584,1,0.0162198543548584,6852.766219854355,0.022219854354858397,2.3669061273190676e-06,0.7299712273456873,2.497414832336676,2.115225385792117
latinsq_lsq7_satsuma_k204,latinsq_lsq7,satsuma,204,4810.06,n,,,0.007,s,sat,True,False,,3.558001355492447,6.714285714285714,,0.031717538833618164,1,0.031717538833618164,4810.091717538834,0.03871753883361816,6.593957183387552e-06,0.8192033840249694,3.5579778941838502,1.2139201358323488
latinsq_lsq7_satsuma_k272,latinsq_lsq7,satsuma,272,9656.71,n,,,0.01,s,sat,True,False,,1.7722599104664014,4.7,,0.06893205642700195,1,0.06893205642700195,9656.778932056426,0.07893205642700195,7.1382038371176384e-06,0.8733087613237569,1.772247259713908,0.595448821778343
latinsq_lsq7_satsuma_k340,latinsq_lsq7,satsuma,340,2983.29,n,,,0.006,s,sat,True,False,,5.73668667813052,7.833333333333333,,0.11353445053100586,1,0.11353445053100586,2983.403534450531,0.11953445053100586,3.8055344917299665e-05,0.9498052655669867,5.736468366540302,0.3931920863919372
latinsq_lsq8_gen2_k0,latinsq_lsq8,gen2,0,18594.3,n,,,0.005,s,sat,True,False,,1.0,1.0,,0.013801813125610352,1,0.013801813125610352,18594.313801813125,0.018801813125610353,7.422598796985207e-07,0.7340682004125765,1.0,1.0
latinsq_lsq8_gen2_k100,latinsq_lsq8,gen2,100,21248.7,n,,,0.012,s,sat,True,False,,0.8750794166231345,0.4166666666666667,,0.15944814682006836,1,0.15944814682006836,21248.85944814682,0.17144814682006837,7.503844957380728e-06,0.930007992372214,0.8750734996948174,0.1096647206419939
latinsq_lsq8_gen2_k200,latinsq_lsq8,gen2,200,14790.1,n,,,0.012,s,sat,True,False,,1.257212594911461,0.4166666666666667,,0.6038336753845215,1,0.6038336753845215,14790.703833675385,0.6158336753845215,4.082521576895595e-05,0.9805142192126676,1.2571622020770712,0.030530667414169346
latinsq_lsq8_gen2_k300,latinsq_lsq8,gen2,300,13093.4,n,,,0.047,s,sat,True,False,,1.420127697924145,0.10638297872340426,,1.2730438709259033,1,1.2730438709259033,13094.673043870926,1.3200438709259033,9.721845415008375e-05,0.9643951227416152,1.4199906893067753,0.014243324437711613
latinsq_lsq8_gen2_k400,latinsq_lsq8,gen2,400,5339.16,n,,,0.092,s,sat,True,False,,3.4826264805699774,0.05434782608695653,,2.0953307151794434,1,2.0953307151794434,5341.255330715179,2.1873307151794434,0.00039229180884316276,0.957939602200277,3.48126285873014,0.008595779776295921
latinsq_lsq8_gen2_k500,latinsq_lsq8,gen2,500,6554.98,n,,,0.099,s,sat,True,False,,2.8366676938754964,0.050505050505050504,,3.2437705993652344,1,3.2437705993652344,6558.223770599365,3.3427705993652346,0.0004946111497303762,0.9703838486497399,2.8352667509107827,0.005624619628155359
latinsq_lsq8_neighbors_k0,latinsq_lsq8,neighbors,0,16858.2,n,,,0.003,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,16858.2,0.003,0.0,0.0,1.0,1.0
latinsq_lsq8_neighbors_k100,latinsq_lsq8,neighbors,100,15333.4,n,,,0.024,s,sat,True,False,,1.0994430458998006,0.125,,0.8400325775146484,1,0.8400325775146484,15334.240032577514,0.8640325775146485,5.478149394622776e-05,0.9722232695565312,1.0993828167672373,0.003472091305433607
latinsq_lsq8_neighbors_k200,latinsq_lsq8,neighbors,200,7915.67,n,,,0.054,s,sat,True,False,,2.12972496326906,0.05555555555555556,,2.98786997795105,1,2.98786997795105,7918.657869977951,3.0418699779510496,0.00037732025136216285,0.9822477619387358,2.128921374910587,0.00098623544784802
latinsq_lsq8_neighbors_k300,latinsq_lsq8,neighbors,300,10137.4,n,,,0.05,s,sat,True,False,,1.6629707814627026,0.06,,7.151402473449707,1,7.151402473449707,10144.55140247345,7.201402473449707,0.0007049500948564417,0.9930569079864178,1.661798470052567,0.000416585520814934
latinsq_lsq8_neighbors_k400,latinsq_lsq8,neighbors,400,8790.01,n,,,0.081,s,sat,True,False,,1.9178817771538372,0.037037037037037035,,11.94341254234314,1,11.94341254234314,8801.953412542343,12.02441254234314,0.001356904766767383,0.9932637041755875,1.9152793942283208,0.00024949243794120563
latinsq_lsq8_neighbors_k500,latinsq_lsq8,neighbors,500,9031.2,n,,,0.25,s,sat,True,False,,1.8666622375764017,0.012,,18.069810152053833,1,18.069810152053833,9049.269810152055,18.319810152053833,0.0019968252169674456,0.9863535703740919,1.8629348393488483,0.0001637571555108976
latinsq_lsq8_nongen_k0,latinsq_lsq8,nongen,0,27054.3,n,,,0.008,s,sat,True,False,,1.0,1.0,,0.015973806381225586,1,0.015973806381225586,27054.31597380638,0.023973806381225586,5.904346795051557e-07,0.6663024689202055,1.0,1.0
latinsq_lsq8_nongen_k100,latinsq_lsq8,nongen,100,11803.6,n,,,0.019,s,sat,True,False,,2.2920380222982817,0.4210526315789474,,1.3651180267333984,1,1.3651180267333984,11804.965118026734,1.3841180267333983,0.00011563931050069766,0.9862728469443888,2.291774325744781,0.017320637343193345
latinsq_lsq8_nongen_k200,latinsq_lsq8,nongen,200,13309.9,n,,,0.089,s,sat,True,False,,2.032644873364939,0.08988764044943821,,4.025990724563599,1,4.025990724563599,13313.925990724563,4.114990724563599,0.00030238944751295694,0.9783717616983355,2.0320314227865137,0.005825968510237175
latinsq_lsq8_nongen_k300,latinsq_lsq8,nongen,300,15475.3,n,,,0.129,s,sat,True,False,,1.748224590153341,0.06201550387596899,,8.356752157211304,1,8.356752157211304,15483.65675215721,8.485752157211303,0.0005397143769702222,0.9847980476438528,1.7472820798637974,0.00282518342947977
latinsq_lsq8_nongen_k400,latinsq_lsq8,nongen,400,10402.8,n,,,0.176,s,sat,True,False,,2.6006748183181454,0.045454545454545456,,13.381486654281616,1,13.381486654281616,10416.18148665428,13.557486654281616,0.0012846825558316768,0.9870182427991241,2.5973353103025025,0.0017683075773970518
latinsq_lsq8_nongen_k500,latinsq_lsq8,nongen,500,19632.5,n,,,0.229,s,sat,True,False,,1.3780364192028525,0.034934497816593885,,18.719918966293335,1,18.719918966293335,19651.219918966293,18.948918966293334,0.0009526084916604024,0.9879148778667877,1.3767245028739932,0.0012651806904589442
latinsq_lsq8_randtrans_k0,latinsq_lsq8,randtrans,0,16579.5,n,,,0.006,s,sat,True,False,,1.0,1.0,,0.015902996063232422,1,0.015902996063232422,16579.515902996063,0.02190299606323242,9.59195440703948e-07,0.726064873377212,1.0,1.0
latinsq_lsq8_randtrans_k100,latinsq_lsq8,randtrans,100,18437.7,n,,,0.042,s,sat,True,False,,0.8992173644218097,0.14285714285714285,,1.6631968021392822,1,1.6631968021392822,18439.36319680214,1.7051968021392823,9.0198169231122e-05,0.9753694119369047,0.8991371191100231,0.012844849366216065
